,email,faximile,id,jenis_rs,kode_kecamatan,kode_kelurahan,kode_kota,kode_pos,latitude,location.alamat,location.latitude,location.longitude,longitude,nama_rs,telepon,website,properties.kode_kecamatan,properties.kode_kota,properties.kode_provinsi,properties.nama_kecamatan,properties.nama_kota,properties.nama_provinsi
150,rsia_aulia@yahoo.co.id / marketing.rsiaaulia.com,"['7867847', '7866057']",39,Rumah Sakit Khusus Ibu dan Anak,3171010,3171010004,3171,12620,-6.334566,Jl. Jeruk Raya No. 15 RT. 0011 / RW. 01,-6.334566,106.827225,106.827225,Aulia,"['7270208', '7867847', '08161133646']",www.rsiaaulia.com,3171010.0,3171.0,31.0,Jagakarsa,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
151,rsia_andhika@yahoo.com,['7874612'],40,Rumah Sakit Khusus Ibu dan Anak,3171010,3171010003,3171,12630,-6.34433,Jl. Warung Sila No.8 RT.006 / RW.04 Gudang Baru,-6.34433,106.814217,106.814217,Andhika,"['7863408', '78887087']",www.rsia-andhika.blogspot.com,3171010.0,3171.0,31.0,Jagakarsa,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
152,,['7864329'],41,Rumah Sakit Khusus Ibu dan Anak,3171010,3171010002,3171,12640,-6.355423,"Jalan Bina Warga (MAN 7) RT.009/RW.07, Kalibata",-6.355423,106.820145,106.820145,Sofa Marwa,['7870160'],,3171010.0,3171.0,31.0,Jagakarsa,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
153,info@rsbdt.com,['7901050'],42,Rumah Sakit Khusus Ibu dan Anak,3171080,3171080004,3171,12760,-6.253251,Jalan  Duren Tiga Raya  Nomor 5,-6.253251,106.841087,106.841087,Duren Tiga,"['7993817', '7941843']",,3171080.0,3171.0,31.0,Pancoran,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
154,info@rsmataaini.co.id,['5224288'],43,Rumah Sakit Khusus Mata,3171100,3171100004,3171,12920,-6.214297,"Jl. H.R. Rasuna Said, Kuningan",-6.214297,106.828339,106.828339,AINI Prof.DR.Isak Salim,['5256228'],www.rsmataaini.co.id,3171100.0,3171.0,31.0,Setiabudi,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
155,melissa.luwia@siloamhospitals.com,"['57992155', '29962778']",44,Rumah Sakit Khusus Kanker,3171100,3171100001,3171,12930,-6.219012,Jl. Garnisun Kav. 2 - 3,-6.219012,106.816849,106.816849,MRCCC Siloam Hospital Semanggi,"['57991779', '29962888']",www.siloamhospitals.com,3171100.0,3171.0,31.0,Setiabudi,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
156,,['8301901'],45,Rumah Sakit Khusus Ibu dan Anak,3171100,3171100005,3171,12960,-6.218865,Jl. Dr. Saharjo No. 120,-6.218865,106.844963,106.844963,Budhi Jaya,"['8311722', '8312378']",,3171100.0,3171.0,31.0,Setiabudi,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
157,rsjantungjakarta@gmail.com,['29360697'],46,Rumah Sakit Khusus Jantung,3172100,3172100002,3172,13140,-6.200225,Jl. Matraman Raya No.23,-6.200225,106.855194,106.855194,Jantung Jakarta,['29360698'],www.rsjantungjakarta.com,3172100.0,3172.0,31.0,Matraman,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
158,hrd.rsrawamangun@gmail.com,['4710918'],47,Rumah Sakit Khusus Bedah,3172090,3172090005,3172,13220,-6.196397,Jl. Balai Pustaka Raya No. 29-31,-6.196397,106.885735,106.885735,Rawamangun,['4893531'],,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
159,,['4705266'],48,Rumah Sakit Khusus Ibu dan Anak,3172090,3172090004,3172,13220,-6.193845,Jalan  Pemuda Nomor 80  RT.001 / RW.08,-6.193845,106.891594,106.891594,Alvernia Agusta,"['4705266', '4720893']",,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
160,dri_jtnherminagroup.com,"['8560601', '8190111', '8196157']",49,Rumah Sakit Khusus Ibu dan Anak,3172060,3172060008,3172,13320,-6.220851,Jl. Jatinegara Barat No. 126 ,-6.220851,106.864647,106.864647,Hermina Jatinegara,"['8191223', '8504371']",www.herminahospitalgroup.com,3172060.0,3172.0,31.0,Jatinegara,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
161,"yanuarjak@yahoo.co.id, marketing@bundaaliyah.com","['86600712', '86600940']",50,Rumah Sakit Khusus Ibu dan Anak,3172070,3172070001,3172,13430,-6.233167,Jl. Pahlawan Revolusi No. 100,-6.233167,106.897072,106.897072,Bunda Aliyah,['86602525'],www.bundaaliyah.com,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
162,contact.sambasra@gmail.com,['86613147'],51,Rumah Sakit Khusus Ibu dan Anak,3172070,3172070001,3172,13430,-6.229296,Jalan  Basuki Rachmat  Nomor 31,-6.229296,106.897278,106.897278,SamMarie Basra,"['86613145', '86613146']",www.sammariebasra.com,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
163,bludrsdurensawit@gmail.com,['8628659'],52,Rumah Sakit Khusus Jiwa,3172070,3172070001,3172,13440,-6.231572,Jl. Duren Sawit Baru No. 2,-6.231572,106.909447,106.909447,Duren Sawit,"['8628686', '8617601']",www.rsdurensawit.go.id,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
164,sayyidah@centrin.net.id,['8649886'],53,Rumah Sakit Khusus Ibu dan Anak,3172070,3172070003,3172,13450,-6.230402,Jl. Taman Malaka Selatan No. 6,-6.230402,106.925339,106.925339,Sayyidah,"['86902950', '8655179']",www.rsiasayyidah.moonfruit.com,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
165,rsjiwaislam.yahoo.co.id,['86610234'],54,Rumah Sakit Khusus Jiwa,3172070,3172070005,3172,13460,-6.222166,Jl. Bunga Rampai X - Perumnas Klender,-6.222166,106.933098,106.933098,Islam Klender Jakarta,['86602402-8622491'],www.rsjiwaislam.com,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
166,,[''],55,Rumah Sakit Bersalin,3172070,3172070007,3172,13470,-6.221622,JL. Duren Sawit Raya Blok K.3 No.1,-6.221622,106.914818,106.914818,Asta Nugraha,['8615937'],,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
167,rsia_restu@yahoo.com,['80882753'],56,Rumah Sakit Khusus Ibu dan Anak,3172070,3172070007,3172,13510,-6.221622,Jl. Raya Bogor  Km. 19  No. 3.a,-6.221622,106.914818,106.914818,Restu Kasih,['8001177'],,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
168,,[''],57,Rumah Sakit Bersalin,3172050,3172050003,3172,13510,-6.281852,Jl. Raya Bogor  Km.20 No.1,-6.281852,106.87146,106.87146,El Shama,"['33777772', '99777772', '99777773']",,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
169,,[''],58,Rumah Sakit Khusus Gigi & Mulut,3172040,3172040001,3172,13610,-6.280531,"Jl. Puntodewo  No.1, Dirgantara II  RT.001 / RW.02",-6.280531,106.882416,106.882416,TNI - AU,"['80879255', '80879256']",,3172040.0,3172.0,31.0,Makasar,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
170,sophia1607@yahoo.com,[''],59,Rumah Sakit Khusus Otak,3172050,3172050007,3172,13630,-6.246079,Jl. M.T. Haryono  Kavling 11,-6.246079,106.870476,106.870476,Pusat Otak Nasional,[''],,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
171,rskojakarta@gmail.com,['87711970'],60,Rumah Sakit Khusus Ketergantungan Obat,3172020,3172020001,3172,13720,-6.347029,Jl. LapanganTembak No. 75,-6.347029,106.873795,106.873795,Ketergantungan Obat,"['87711968', '87711969']",www.rsko-jakarta.com,3172020.0,3172.0,31.0,Ciracas,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
172,jimmyagung_27@ymail.com,"['8403869', '8404652']",61,Rumah Sakit Khusus Jantung,3172020,3172020004,3172,13750,-6.307852,Jl. TB Simatupang No. 71,-6.307852,106.870781,106.870781,Bina Waluya,"['87781605', '87781606']",www.binawaluya.com,3172020.0,3172.0,31.0,Ciracas,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
173,rsia_resti_mulya@ymail.com,['48701488'],62,Rumah Sakit Khusus Ibu dan Anak,3172080,3172080002,3172,13940,-6.20878,Jl. Pahlawan Komarudin Raya No. 5,-6.20878,106.94178,106.94178,Resti Mulya,['4802192'],,3172080.0,3172.0,31.0,Cakung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
